source,metabolite,comparison,direction,log2fc,control_mean,disease_mean,p_value,fdr,priority_score
sFig6A Raw data.xlsx,Homoarginine,PH-mk_vs_Control-mk,up,1.1337477513019178,31029.773333333334,68088.01666666666,,,18.202472610899523
sFig6A Raw data.xlsx,Glycerophosphocholine,PH-CD41_vs_Control-CD41,down,-0.7647048029064879,12372507.333333334,7282133.5,,,18.01693049788676
sFig6A Raw data.xlsx,Hydroxycitric acid lactone,PH-CD41_vs_Control-CD41,down,-0.8775990408809481,1500312.7066666668,816578.8966666666,,,18.00555275255932
sFig6A Raw data.xlsx,pyruvate,PH-CD41_vs_Control-CD41,up,0.8598271533367718,1105405.31,2006112.6233333333,,,18.001317112276237
sFig6A Raw data.xlsx,PE(18:0/18:0),PH-CD41_vs_Control-CD41,down,-0.8973895425293992,1068090.4966666668,573412.1366666666,,,17.97166482988924
sFig6A Raw data.xlsx,C24:2,PH-CD41_vs_Control-CD41,up,0.9690116100507393,192864.64666666664,377532.36333333334,,,17.95214612565866
sFig6A Raw data.xlsx,2_4-Dinitrophenylhydrazine isomer,PH-CD41_vs_Control-CD41,up,0.9765963198695535,167450.17666666667,329511.36333333334,,,17.900984244185448
sFig6A Raw data.xlsx,CMP,PH-mk_vs_Control-mk,up,1.0174154557851396,91615.95,185457.18333333335,,,17.805517668725614
sFig6A Raw data.xlsx,Indole-3-acetaldoxime N-oxide,PH-mk_vs_Control-mk,up,0.8676781716630243,761805.7833333333,1390085.2066666668,,,17.706485390126765
sFig6A Raw data.xlsx,octulose-8-phosphate,PH-CD41_vs_Control-CD41,down,-1.4110516952136922,5337.136666666666,2006.9633333333334,,,17.47181215913096
sFig6A Raw data.xlsx,lysine,PH-CD41_vs_Control-CD41,up,0.8944530104733889,391686.03,728107.1033333334,,,17.418392899339192
sFig6A Raw data.xlsx,Inosine 5-triphosphate,PH-mk_vs_Control-mk,up,0.8222912093546808,1342977.9133333333,2374669.5833333335,,,17.41554889197534
sFig6A Raw data.xlsx,C19:4,PH-mk_vs_Control-mk,up,1.0226283919392278,64025.113333333335,130074.50333333334,,,17.373423283378145
sFig6A Raw data.xlsx,C22:6,PH-CD41_vs_Control-CD41,up,0.718294783937581,11516649.0,18947608.666666668,,,17.365144542905384
sFig6A Raw data.xlsx,C24:4,PH-CD41_vs_Control-CD41,up,0.9526659663074902,158478.80666666667,306727.1533333333,,,17.363862517276882
sFig6A Raw data.xlsx,lactate,PH-CD41_vs_Control-CD41,up,0.7555896519781178,4669233.333333333,7883167.0,,,17.310818917505728
sFig6A Raw data.xlsx,acetoacetate,PH-CD41_vs_Control-CD41,up,0.8778591100113591,385820.5633333333,709001.73,,,17.061570737082185
sFig6A Raw data.xlsx,ornithine,PH-mk_vs_Control-mk,up,1.068236162107222,28071.553333333333,58862.34666666667,,,16.926289528798847
sFig6A Raw data.xlsx,1-Oxo-14_17_20_23-tetraoxa-2-thiapentacosan-25-oic acid isomer,PH-CD41_vs_Control-CD41,up,0.7894496281758162,1594311.2933333332,2755631.5,,,16.889447505097284
sFig6A Raw data.xlsx,ribose-5-phosphate,PH-CD41_vs_Control-CD41,down,-1.1355341149890958,27658.406666666666,12589.176666666666,,,16.75535386239639
sFig6A Raw data.xlsx,LysoPC(P-16:0),PH-mk_vs_Control-mk,down,-0.7466559639480149,4332251.166666667,2581949.75,,,16.4612894299583
sFig6A Raw data.xlsx,C20:1,PH-mk_vs_Control-mk,down,-0.7526448926037758,3676574.0833333335,2182099.9166666665,,,16.415133188281846
sFig6A Raw data.xlsx,Gibberellin A14 isomer,PH-CD41_vs_Control-CD41,down,-0.9005838636996342,277729.9166666667,148771.55666666667,,,16.285553632565108
sFig6A Raw data.xlsx,threonine,PH-CD41_vs_Control-CD41,up,0.8803283355031555,198752.33666666667,365862.14666666667,,,16.269299176238672
sFig6A Raw data.xlsx,C24:6,PH-CD41_vs_Control-CD41,up,0.9096462028576912,106716.41333333333,200475.82666666666,,,16.021667665905618
sFig6A Raw data.xlsx,LysoPC(24:1),PH-mk_vs_Control-mk,down,-0.8643012073956358,341174.1533333334,187411.19666666668,,,15.885988480296218
sFig6A Raw data.xlsx,NADP,PH-mk_vs_Control-mk,up,0.9121132293708999,90483.54,170271.91666666666,,,15.85023802513429
sFig6A Raw data.xlsx,Galactosylhydroxylysine,PH-CD41_vs_Control-CD41,up,1.1103037360093813,9006.616666666667,19444.483333333334,,,15.818661068000994
sFig6A Raw data.xlsx,C24:5,PH-CD41_vs_Control-CD41,up,0.881003027521004,127851.88333333335,235459.09333333335,,,15.721607426120407
sFig6A Raw data.xlsx,LysoPC(22:4),PH-mk_vs_Control-mk,down,-0.7970528769229451,696605.0233333333,400912.6666666667,,,15.470783127488687
sFig6A Raw data.xlsx,PG(20:4/18:2),PH-CD41_vs_Control-CD41,up,0.9145922192754414,58470.079999999994,110218.21666666667,,,15.31943453814482
sFig6A Raw data.xlsx,7_8-Dihydroparasiloxanthin isomer,PH-CD41_vs_Control-CD41,down,-0.8428006335840995,273800.55000000005,152660.27666666667,,,15.223314917421229
sFig6A Raw data.xlsx,4-formyl Indole,PH-mk_vs_Control-mk,up,0.8729118300991743,94800.11666666665,173612.71,,,15.193485499005064
sFig6A Raw data.xlsx,D-Glucuronic acid 1-phosphate,PH-mk_vs_Control-mk,down,-0.8530687503102177,220095.85,121846.36333333333,,,15.140075628540142
sFig6A Raw data.xlsx,ceramide(d18:1/18:1),PH-CD41_vs_Control-CD41,up,0.8573908866865249,112144.39,203178.58333333334,,,15.117855566630963
sFig6A Raw data.xlsx,citrulline,PH-mk_vs_Control-mk,up,0.8384618728341915,127685.05,228319.09,,,14.925206820162263
sFig6A Raw data.xlsx,PG(22:6/16:1),PH-mk_vs_Control-mk,up,0.6922147168559545,1753563.1666666667,2833340.75,,,14.836980908092771
sFig6A Raw data.xlsx,C18:1,PH-mk_vs_Control-mk,down,-0.5532642400219471,95165010.66666667,64852716.0,,,14.663675535211034
Figure6D+F raw data.xlsx:FDR,Perfluorooctanesulfonic acid,KO_or_PH_vs_WT_or_control,up,3.92783959558583,108277.598,1647920.094,0.00135210626526546,0.00208482585119247,14.458103452884481
Figure6D+F raw data.xlsx:Heatmap,Perfluorooctanesulfonic acid,KO_or_PH_vs_WT_or_control,up,3.92783959558583,108277.598,1647920.094,0.00135210626526546,0.00208482585119247,14.458103452884481
sFig6A Raw data.xlsx,tyrosine,PH-CD41_vs_Control-CD41,up,0.8055010445593,140199.75666666668,245034.5,,,14.420588173917077
sFig6A Raw data.xlsx,allantoin,PH-mk_vs_Control-mk,up,0.7976594483269726,141460.77,245898.25,,,14.284252331819198
sFig6A Raw data.xlsx,ornithine,PH-CD41_vs_Control-CD41,up,0.9376119363294989,19916.946666666667,38148.026666666665,,,14.269852313072944
sFig6A Raw data.xlsx,Fucose 1-phosphate,PH-CD41_vs_Control-CD41,up,0.7663657658998747,219854.58,373968.13666666666,,,14.187391981877617
sFig6A Raw data.xlsx,AMP,PH-mk_vs_Control-mk,down,-0.6886411409608129,1524912.04,946113.3133333334,,,14.144892558352652
sFig6A Raw data.xlsx,C18:3,PH-CD41_vs_Control-CD41,down,-0.5962886239181444,12029981.666666666,7957272.0,,,14.024786684334952
sFig6A Raw data.xlsx,Retinol isomer,PH-CD41_vs_Control-CD41,up,0.8172763264408107,77911.07,137285.24333333332,,,13.948314118319624
sFig6A Raw data.xlsx,N-acetyl-glucosamine-6-Phosphate,PH-CD41_vs_Control-CD41,up,0.8432602778262993,46109.10666666667,82724.34666666666,,,13.775535156817297
sFig6A Raw data.xlsx,Homoarginine,PH-CD41_vs_Control-CD41,up,0.8839216294465049,26251.483333333334,48444.08666666667,,,13.757411692208265
sFig6A Raw data.xlsx,Lyso-PAF C-18,PH-mk_vs_Control-mk,down,-0.6351382782474224,2493798.0833333335,1605704.46,,,13.496633667828144
sFig6A Raw data.xlsx,Val-Ser isomer,PH-mk_vs_Control-mk,down,-0.6872430685688291,681668.8333333334,423343.27,,,13.3178866088375
sFig6A Raw data.xlsx,phenol,PH-mk_vs_Control-mk,up,0.6689710221728451,576472.3133333334,916555.5633333334,,,13.249549346527933
sFig6A Raw data.xlsx,UDP-D-glucose,PH-CD41_vs_Control-CD41,down,-0.7398596835425084,228817.94999999998,137015.6366666667,,,13.172348615066188
sFig6A Raw data.xlsx,N-(1-Deoxy-1-fructosyl)threonine,PH-CD41_vs_Control-CD41,down,-0.7584125529052624,139625.28666666668,82538.99,,,12.962189004482982
sFig6A Raw data.xlsx,LysoPI(18:0),PH-mk_vs_Control-mk,down,-0.6625473799879495,628210.8133333334,396879.5966666667,,,12.761253230780442
sFig6A Raw data.xlsx,Glycerophosphoglycerol,PH-mk_vs_Control-mk,up,0.6925701538637951,207603.3633333333,335520.28,,,12.712848733248753
sFig6A Raw data.xlsx,Pantothenic Acid,PH-CD41_vs_Control-CD41,up,0.6790043917112784,249118.00333333333,398846.51666666666,,,12.633201115559729
sFig6A Raw data.xlsx,taurine,PH-mk_vs_Control-mk,down,-0.49006679783325297,54174334.666666664,38571700.0,,,12.590358158540983
sFig6A Raw data.xlsx,Indole-3-acetamide,PH-CD41_vs_Control-CD41,up,0.6292407719616022,652141.3333333334,1008700.1233333334,,,12.549620328229928
sFig6A Raw data.xlsx,Trimethyllysine,PH-mk_vs_Control-mk,up,0.6966428334437567,152205.76333333334,246684.28666666665,,,12.478483885752814
sFig6A Raw data.xlsx,C16:1,PH-mk_vs_Control-mk,up,0.5274696188289647,9008856.333333334,12985355.333333334,,,12.464308727688264
sFig6A Raw data.xlsx,2-Ketobutyric acid,PH-CD41_vs_Control-CD41,up,0.67041709843798,248072.45333333334,394815.50333333336,,,12.463605459143386
sFig6A Raw data.xlsx,Hydroxycitric acid lactone,PH-mk_vs_Control-mk,down,-0.6290685354066161,913427.9566666667,590616.8066666668,,,12.456143921894428
sFig6A Raw data.xlsx,riboflavin,PH-CD41_vs_Control-CD41,up,0.7445599553171068,63618.86666666666,106591.06666666665,,,12.435447190917493
sFig6A Raw data.xlsx,methyladenosine monophosphate,PH-CD41_vs_Control-CD41,down,-0.7390201627384856,114792.82333333332,68777.67666666667,,,12.421957487723049
sFig6A Raw data.xlsx,ceramide(d18:1/16:0),PH-CD41_vs_Control-CD41,down,-0.6073391835774876,1392415.3333333333,913990.0866666666,,,12.395282093143337
sFig6A Raw data.xlsx,Laurate,PH-mk_vs_Control-mk,down,-0.47992577433208616,48983704.0,35122026.666666664,,,12.260087156730282
sFig6A Raw data.xlsx,ATP,PH-mk_vs_Control-mk,down,-0.5940211651678983,1450638.2533333332,961038.8333333334,,,12.158578087274586
sFig6A Raw data.xlsx,Arg Ala,PH-CD41_vs_Control-CD41,up,0.826801754898344,13590.443333333335,24106.033333333336,,,12.035890808598174
sFig6A Raw data.xlsx,De-O-methylsterigmatocystin,PH-CD41_vs_Control-CD41,down,-0.718812222885186,107095.42,65070.90666666667,,,12.010310490830946
sFig6A Raw data.xlsx,C18:2,PH-CD41_vs_Control-CD41,down,-0.43634036460202663,145176784.0,107286637.33333333,,,11.830599077440485
sFig6A Raw data.xlsx,Phosphoglycolic acid,PH-CD41_vs_Control-CD41,up,0.7733408791470441,22708.856666666663,38814.50666666667,,,11.78907555023343
sFig6A Raw data.xlsx,PG(18:1/22:6),PH-CD41_vs_Control-CD41,up,0.5970362640302238,535904.75,810612.75,,,11.719018921785635
sFig6A Raw data.xlsx,8-Amino-7-oxononanoic acid,PH-mk_vs_Control-mk,up,0.660503977454146,136570.33333333334,215867.80666666664,,,11.703995249881523
sFig6A Raw data.xlsx,LysoPE(18:2),PH-CD41_vs_Control-CD41,up,0.6571133536972563,145513.46666666667,229463.71333333335,,,11.701817295857738
sFig6A Raw data.xlsx,Glycerophosphoglycerol,PH-CD41_vs_Control-CD41,down,-0.7212901122896342,75248.62333333334,45642.41333333333,,,11.684464693575777
sFig6A Raw data.xlsx,Indole-5_6-quinone,PH-CD41_vs_Control-CD41,up,0.6525581705446745,137691.27333333332,216444.22333333336,,,11.565707684025277
sFig6A Raw data.xlsx,Canrenone,PH-mk_vs_Control-mk,up,0.48868817141794163,8486669.833333334,11908227.0,,,11.486838024426769
sFig6A Raw data.xlsx,hypoxanthine,PH-mk_vs_Control-mk,down,-0.6611366345769512,169577.06999999998,107237.12666666666,,,11.484994606498667
sFig6A Raw data.xlsx,homocysteic acid,PH-mk_vs_Control-mk,up,0.5600202391863697,1010570.6666666666,1489874.1266666667,,,11.484200632368228
sFig6A Raw data.xlsx,malate,PH-mk_vs_Control-mk,up,0.5894130205816649,483478.85666666663,727458.94,,,11.477349922347015
Figure6D+F raw data.xlsx:FDR,Indole-3-acetic acid,KO_or_PH_vs_WT_or_control,down,-5.33731944978838,330803.126,8182.318,0.105438744166752,0.0737708548515595,11.37977984042178
sFig6A Raw data.xlsx,1-hydroxy-2-acetamidofluorene isomer,PH-mk_vs_Control-mk,down,-0.699044393321772,67051.05333333333,41302.113333333335,,,11.207774488343436
sFig6A Raw data.xlsx,PG(16:1/16:0),PH-CD41_vs_Control-CD41,up,0.5425201492583619,1102877.3566666667,1606356.9566666668,,,11.18424926081826
sFig6A Raw data.xlsx,Cysteine-glutathione disulphide,PH-CD41_vs_Control-CD41,up,0.7249639175812389,23970.693333333333,39620.183333333334,,,11.073087530151318
sFig6A Raw data.xlsx,gamma-Aminobutryic acid,PH-mk_vs_Control-mk,down,-0.6082607581105011,255455.92666666667,167575.78,,,10.92601800676369
sFig6A Raw data.xlsx,Indole-3-acetaldoxime N-oxide,PH-CD41_vs_Control-CD41,up,0.534236130112092,926848.79,1342239.4133333333,,,10.875023746385883
sFig6A Raw data.xlsx,Phenylacetic acid,PH-CD41_vs_Control-CD41,up,0.6098053171677624,149990.87,228894.05666666664,,,10.857173139338588
sFig6A Raw data.xlsx,PG(18:2/22:6),PH-mk_vs_Control-mk,up,0.5225942504831481,1163028.29,1670732.1266666667,,,10.803094409482215
sFig6A Raw data.xlsx,LysoPC(14:0),PH-mk_vs_Control-mk,down,-0.501865616467887,2306733.3733333335,1628998.9133333333,,,10.60814454603303
sFig6A Raw data.xlsx,2-[[2-(1H-indol-3-yl)acetyl]amino]acetate,PH-mk_vs_Control-mk,down,-0.5895844270608116,255002.61333333337,169457.98333333334,,,10.589029561203008
sFig6A Raw data.xlsx,PC(20:4/20:0),PH-CD41_vs_Control-CD41,up,0.4603101772056372,5977832.75,8224527.0,,,10.57401590555605
sFig6A Raw data.xlsx,PC(P-36:2),PH-CD41_vs_Control-CD41,up,0.4267539967291858,19154397.833333332,25747452.0,,,10.50579847756311
sFig6A Raw data.xlsx,fumarate,PH-mk_vs_Control-mk,up,0.5798601549831405,120574.23666666668,180222.83666666667,,,10.124027966141727
sFig6A Raw data.xlsx,PG(18:1/22:4),PH-CD41_vs_Control-CD41,up,0.6048955910073319,70003.46,106466.07,,,10.10178525473184
sFig6A Raw data.xlsx,PG(18:1/22:6),PH-mk_vs_Control-mk,up,0.4286417733647432,8335317.166666667,11219052.0,,,10.03855353653143
sFig6A Raw data.xlsx,C20:0(Arachidic acid),PH-CD41_vs_Control-CD41,down,-0.4204498191130072,15168801.0,11334001.0,,,10.029663858307336
sFig6A Raw data.xlsx,PS(22:6/22:4),PH-CD41_vs_Control-CD41,up,0.5466743848546959,213540.76333333334,311922.12333333335,,,9.977261799231929
sFig6A Raw data.xlsx,C24:6,PH-mk_vs_Control-mk,down,-0.5522436739850503,250587.68333333335,170890.45666666667,,,9.904469162968418
sFig6A Raw data.xlsx,2-keto-isocaproate,PH-mk_vs_Control-mk,down,-0.4630594571837102,2673605.6666666665,1939557.0866666667,,,9.88648416984232
sFig6A Raw data.xlsx,L-Carnitine,PH-mk_vs_Control-mk,up,0.39037856491024675,30817480.666666668,40393621.333333336,,,9.86393887037034
sFig6A Raw data.xlsx,glucosamine,PH-CD41_vs_Control-CD41,up,0.5631521460598202,123610.99666666666,182634.49,,,9.843115387762726
sFig6A Raw data.xlsx,LysoPC(P-16:0),PH-CD41_vs_Control-CD41,up,0.4807339703151889,986139.8966666666,1376112.2933333332,,,9.80320779903937
sFig6A Raw data.xlsx,SM(d18:1/16:0),PH-CD41_vs_Control-CD41,up,0.35763829171159106,136675586.66666666,175126069.33333334,,,9.79350211438169
sFig6A Raw data.xlsx,CDP-ethanolamine,PH-mk_vs_Control-mk,up,0.5007976815619207,524687.22,742430.1666666666,,,9.76650517893595
sFig6A Raw data.xlsx,PG(18:1/22:5),PH-CD41_vs_Control-CD41,up,0.5339891097851355,209190.99,302893.3333333333,,,9.72311670928805
sFig6A Raw data.xlsx,NN-dimethylarginine,PH-CD41_vs_Control-CD41,up,0.5480161644088936,143125.05000000002,209259.39,,,9.686152677172482
sFig6A Raw data.xlsx,LysoPE(20:1),PH-mk_vs_Control-mk,down,-0.4614067954458621,1500659.8733333333,1089895.8133333332,,,9.466760072164151
sFig6A Raw data.xlsx,Val-Ser isomer,PH-CD41_vs_Control-CD41,down,-0.5009639574291056,457097.53,323000.87333333335,,,9.419197294871125
sFig6A Raw data.xlsx,PS(22:6/22:4),PH-mk_vs_Control-mk,up,0.4337551744631227,2520904.25,3405098.4166666665,,,9.412168688200918
sFig6A Raw data.xlsx,C19:1,PH-mk_vs_Control-mk,down,-0.489728510947288,580997.6866666666,413762.79000000004,,,9.377407414683537
sFig6A Raw data.xlsx,FAD,PH-mk_vs_Control-mk,down,-0.549792221849613,135812.31666666668,92775.90666666666,,,9.374653100070402
sFig6A Raw data.xlsx,glutamate,PH-mk_vs_Control-mk,down,-0.42599439607985884,3210634.9166666665,2389757.5,,,9.207625050517091
sFig6A Raw data.xlsx,D-Glucuronic acid 1-phosphate,PH-CD41_vs_Control-CD41,down,-0.5258944953592254,183125.92333333334,127186.14666666667,,,9.193942303955243
sFig6A Raw data.xlsx,nicotinamide,PH-mk_vs_Control-mk,up,0.4393980418717717,1382062.6233333333,1874130.0,,,9.156084285018911
sFig6A Raw data.xlsx,ADP,PH-CD41_vs_Control-CD41,up,0.47281808162880107,313269.60333333333,434761.10333333333,,,8.855819626032682
sFig6A Raw data.xlsx,succinate,PH-CD41_vs_Control-CD41,up,0.42939301303964605,1169942.5833333333,1575522.92,,,8.840085814212427
sFig6A Raw data.xlsx,UDP-glucuronate,PH-CD41_vs_Control-CD41,up,0.5949502031860314,18730.636666666665,28291.13666666667,,,8.798191140485555
sFig6A Raw data.xlsx,PG(16:1/20:5),PH-mk_vs_Control-mk,up,0.48869887857392036,186672.09,261934.32333333333,,,8.796018349231925
sFig6A Raw data.xlsx,Inosine 5-triphosphate,PH-CD41_vs_Control-CD41,up,0.41743393173463383,1616905.3333333333,2159457.8333333335,,,8.783744300893636
sFig6A Raw data.xlsx,hexanoyl carnitine,PH-CD41_vs_Control-CD41,down,-0.4782190114683619,329242.1966666667,236350.88,,,8.765177797834047
sFig6A Raw data.xlsx,serine,PH-CD41_vs_Control-CD41,up,0.4761490577455973,237351.78333333333,330162.4266666667,,,8.72915534558162
sFig6A Raw data.xlsx,C20:4,PH-mk_vs_Control-mk,up,0.3458738586501157,30775232.666666668,39112876.0,,,8.72333312326209
sFig6A Raw data.xlsx,phosphoenolpyruvate,PH-CD41_vs_Control-CD41,up,0.6670557472730737,4574.123333333333,7262.926666666666,,,8.556013170639904
sFig6A Raw data.xlsx,C20:2,PH-CD41_vs_Control-CD41,up,0.4064356024771988,1435067.0833333333,1902048.1666666667,,,8.477890267823295
sFig6A Raw data.xlsx,LysoPE(22:5),PH-mk_vs_Control-mk,up,0.44321787507520305,377252.17,512924.70999999996,,,8.40712966963202
sFig6A Raw data.xlsx,LysoPC(14:0),PH-CD41_vs_Control-CD41,up,0.40923281174469894,1055680.9366666668,1401922.58,,,8.356115075329464
sFig6A Raw data.xlsx,Choline,PH-mk_vs_Control-mk,up,0.3240190363710842,46036272.0,57628802.666666664,,,8.353303665217437
sFig6A Raw data.xlsx,Wedelolactone,PH-CD41_vs_Control-CD41,down,-0.48459275400976026,154499.27333333335,110420.44333333334,,,8.353046383588655
sFig6A Raw data.xlsx,LysoPI(18:0),PH-CD41_vs_Control-CD41,up,0.44779879506163056,239037.39666666664,326036.87333333335,,,8.201291651839902
sFig6A Raw data.xlsx,Carnosine,PH-CD41_vs_Control-CD41,up,0.5078120799280291,49946.583333333336,71018.65666666666,,,8.183864321975962
sFig6A Raw data.xlsx,Cyclic-ADP-ribose,PH-CD41_vs_Control-CD41,down,-0.44849081738552693,303862.0633333333,222672.8633333333,,,8.16839096944647
sFig6A Raw data.xlsx,PG (22:6/18:3),PH-mk_vs_Control-mk,up,0.39756916370840556,1071697.6033333333,1411732.7933333332,,,8.121955011791476
sFig6A Raw data.xlsx,Phosphoglycolic acid,PH-mk_vs_Control-mk,up,0.4999728366095434,53127.84666666666,75132.70666666667,,,8.098146358814295
sFig6A Raw data.xlsx,taurine,PH-CD41_vs_Control-CD41,down,-0.3160729747719257,51513345.333333336,41378268.0,,,8.09729746449543
sFig6A Raw data.xlsx,Methyl phosphoethanolamine,PH-mk_vs_Control-mk,down,-0.46816943409308015,150858.02,109052.43333333333,,,8.0538445387465
sFig6A Raw data.xlsx,PE(40:1),PH-CD41_vs_Control-CD41,down,-0.4340657430224136,384960.5266666667,284937.3566666667,,,8.053809778022808
sFig6A Raw data.xlsx,2-keto-isocaproate,PH-CD41_vs_Control-CD41,up,0.35673561051922104,3922973.0,5023465.666666667,,,7.941024542256339
sFig6A Raw data.xlsx,N-Acetyl-L-arginine,PH-mk_vs_Control-mk,down,-0.4558999255739013,157285.94666666666,114670.14666666667,,,7.87021838679143
sFig6A Raw data.xlsx,Glyceraldehyde-3-phosphate,PH-mk_vs_Control-mk,up,0.47979338413464934,61450.36000000001,85695.22666666667,,,7.862347346777233
sFig6A Raw data.xlsx,NN-dimethylarginine,PH-mk_vs_Control-mk,up,0.4324858194499763,183728.25,247951.72999999998,,,7.750018553877854
sFig6A Raw data.xlsx,a-ketoglutarate,PH-CD41_vs_Control-CD41,down,-0.4931475751872655,52312.14333333333,37166.38333333333,,,7.730031942942247
sFig6A Raw data.xlsx,2-Hydroxylauroylcarnitine,PH-CD41_vs_Control-CD41,down,-0.47800880425056547,68721.06,49339.51333333333,,,7.680877617715305
sFig6A Raw data.xlsx,Creatine phosphate,PH-mk_vs_Control-mk,up,0.4387035236391873,123173.27,166947.29666666666,,,7.6110857906753475
sFig6A Raw data.xlsx,sedoheptoluse-7-phosphate,PH-mk_vs_Control-mk,up,0.4372899589062031,109934.15333333334,148857.26333333334,,,7.5142068977308725
sFig6A Raw data.xlsx,LysoPE(P-16:0),PH-CD41_vs_Control-CD41,up,0.3564325565864371,1535261.7066666668,1965528.3333333333,,,7.451752419553869
sFig6A Raw data.xlsx,NAD,PH-CD41_vs_Control-CD41,down,-0.3796542021415573,627467.8533333334,482285.47,,,7.311830257641661
sFig6A Raw data.xlsx,LysoPE(22:5),PH-CD41_vs_Control-CD41,up,0.38756679808247463,323841.35666666663,423644.47000000003,,,7.244591565849079
sFig6A Raw data.xlsx,CDP-choline,PH-CD41_vs_Control-CD41,up,0.4301696355428975,81812.02666666666,110232.87,,,7.205430889095725
sFig6A Raw data.xlsx,CDP-ethanolamine,PH-CD41_vs_Control-CD41,down,-0.38038788720420375,392345.7933333333,301412.2066666667,,,7.06828018649141
sFig6A Raw data.xlsx,Linderanolide isomer,PH-CD41_vs_Control-CD41,up,0.36763875818582387,346983.2933333333,447691.51,,,6.901369420465639
sFig6A Raw data.xlsx,PG(20:4/18:2),PH-mk_vs_Control-mk,up,0.3331832917701662,1156503.1466666667,1456951.1266666667,,,6.821768651587367
sFig6A Raw data.xlsx,4-formyl Indole,PH-CD41_vs_Control-CD41,up,0.3926681873543355,128722.58666666667,168989.47666666668,,,6.819304439881295
sFig6A Raw data.xlsx,Butyryl-L-carnitine,PH-CD41_vs_Control-CD41,down,-0.37838928444036934,249320.77666666664,191801.47666666668,,,6.7836304179389515
sFig6A Raw data.xlsx,hexanoyl carnitine,PH-mk_vs_Control-mk,down,-0.36070837668962735,457830.53,356550.22,,,6.782925265934509
sFig6A Raw data.xlsx,methyladenosine monophosphate,PH-mk_vs_Control-mk,down,-0.39673153488698887,129135.28666666667,98088.21666666667,,,6.735920219863722
sFig6A Raw data.xlsx,C24:1,PH-mk_vs_Control-mk,down,-0.31384307839391057,2684799.0,2159909.71,,,6.702553043776898
sFig6A Raw data.xlsx,2_4-Dinitrophenylhydrazine isomer,PH-mk_vs_Control-mk,down,-0.36321250158301094,256600.81000000003,199489.55666666667,,,6.526627848582869
sFig6A Raw data.xlsx,DAG(38:6),PH-CD41_vs_Control-CD41,up,0.36991648170447683,157490.3933333333,203521.37333333332,,,6.523413482597277
sFig6A Raw data.xlsx,malate,PH-CD41_vs_Control-CD41,up,0.3564049876440051,205900.45333333334,263600.2966666667,,,6.418140283827233
sFig6A Raw data.xlsx,PG(18:1/22:4),PH-mk_vs_Control-mk,down,-0.3329791787561728,598234.52,474935.62666666665,,,6.389988330573934
sFig6A Raw data.xlsx,Choline,PH-CD41_vs_Control-CD41,down,-0.25216175341540586,42406765.333333336,35606304.0,,,6.389221841716065
sFig6A Raw data.xlsx,2-Ketobutyric acid,PH-mk_vs_Control-mk,up,0.3673881884861627,127636.68666666666,164653.28,,,6.366499488642118
sFig6A Raw data.xlsx,proline,PH-mk_vs_Control-mk,down,-0.349408904167724,253864.03333333335,199259.30666666667,,,6.273183401073442
sFig6A Raw data.xlsx,Creatinine,PH-CD41_vs_Control-CD41,up,0.3642003452146314,97475.96666666667,125467.94333333334,,,6.168450605001456
sFig6A Raw data.xlsx,C24:5,PH-mk_vs_Control-mk,down,-0.33712644222253374,281646.7166666667,222956.18333333335,,,6.103179419121823
sFig6A Raw data.xlsx,3'-Phosphoadenylyl sulfate,PH-mk_vs_Control-mk,down,-0.36667972338174964,93193.41333333333,72277.58333333333,,,6.053132685663313
sFig6A Raw data.xlsx,Butyryl-L-carnitine,PH-mk_vs_Control-mk,down,-0.3262897136990351,374225.3033333333,298476.51,,,6.0407813987890275
sFig6A Raw data.xlsx,N-Acetylneuraminic acid,PH-CD41_vs_Control-CD41,down,-0.47515446016995355,6674.81,4801.79,,,6.036707784559385
sFig6A Raw data.xlsx,Hydroxybutyrylcarnitine,PH-CD41_vs_Control-CD41,up,0.27439847276425977,2385504.4166666665,2885243.0,,,5.888663090352362
sFig6A Raw data.xlsx,C24:2,PH-mk_vs_Control-mk,down,-0.29857400394337075,730673.98,594078.6033333334,,,5.815884292215057
sFig6A Raw data.xlsx,SM(d18:1/14:0),PH-CD41_vs_Control-CD41,down,-0.26645039678081084,3414068.9166666665,2838328.9166666665,,,5.782789260881152
sFig6A Raw data.xlsx,inosine,PH-mk_vs_Control-mk,down,-0.3440768454190996,113871.82333333335,89709.58,,,5.779480776827372
sFig6A Raw data.xlsx,2-(alpha-D-Mannosyl)-D-glycerate isomer,PH-mk_vs_Control-mk,down,-0.3433033735213528,113715.05666666669,89634.12,,,5.765806404203282
sFig6A Raw data.xlsx,DAG(40:7),PH-CD41_vs_Control-CD41,up,0.3108440687165212,187387.33333333334,232441.47333333336,,,5.541266200444661
sFig6A Raw data.xlsx,Creatine phosphate,PH-CD41_vs_Control-CD41,up,0.3418967383362847,57341.27333333334,72675.58,,,5.521359801886667
sFig6A Raw data.xlsx,m-Coumaric acid,PH-CD41_vs_Control-CD41,up,0.277137505020291,820008.6033333334,993676.71,,,5.521249350838922
sFig6A Raw data.xlsx,Polyphloroglucinol phosphate,PH-mk_vs_Control-mk,up,0.33596643557154904,63555.14666666667,80220.74666666666,,,5.473466312834383
sFig6A Raw data.xlsx,4-Phenoxypyrimidine isomer,PH-CD41_vs_Control-CD41,up,0.3068334137822153,163446.5,202181.62666666668,,,5.408030816908307
